Country,Date,No. of confirmed cases,No. of confirmed deaths,Male Cases,Female Cases,Boys,Girls,Adult Male,Adult Female,Old Male,Old Female
Nigeria,19/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,19/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,19/08/2015,3332,2072,1999.2,1332.8,599.76,399.84,1199.52,799.68,199.92,133.28
Spain,19/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,19/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Mali,19/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,19/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,19/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,19/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Italy,19/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,20/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,20/08/2015,3334,2074,2000.4,1333.6,600.12,400.08,1200.24,800.16,200.04,133.36
Liberia,20/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,20/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,20/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,20/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,20/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,20/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,20/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Mali,20/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,20/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,21/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United Kingdom,21/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,21/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,21/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,21/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,21/08/2015,3334,2074,2000.4,1333.6,600.12,400.08,1200.24,800.16,200.04,133.36
Mali,21/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,21/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,21/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Sierra Leone,21/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Senegal,21/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,24/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,24/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,24/08/2015,3334,2075,2000.4,1333.6,600.12,400.08,1200.24,800.16,200.04,133.36
Nigeria,24/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,24/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,24/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,24/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,24/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,24/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Mali,24/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,24/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,25/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,25/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Nigeria,25/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,25/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,25/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,25/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,25/08/2015,3335,2075,2001,1334,600.3,400.2,1200.6,800.4,200.1,133.4
Italy,25/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,25/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United Kingdom,25/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,25/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,26/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,26/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Italy,26/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,26/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,26/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,26/08/2015,3335,2075,2001,1334,600.3,400.2,1200.6,800.4,200.1,133.4
Mali,26/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,26/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,26/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,26/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,26/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
United States of America,27/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,27/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,27/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,27/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,27/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,27/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,27/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,27/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Guinea,27/08/2015,3336,2076,2001.6,1334.4,600.48,400.32,1200.96,800.64,200.16,133.44
Liberia,27/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Nigeria,27/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,28/08/2015,3336,2076,2001.6,1334.4,600.48,400.32,1200.96,800.64,200.16,133.44
Liberia,28/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Nigeria,28/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,28/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,28/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Liberia,28/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,28/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,28/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,28/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,28/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,28/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,31/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,31/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,31/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,31/08/2015,8698,3587,5218.8,3479.2,1565.64,1043.76,3131.28,2087.52,521.88,347.92
Liberia,31/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,31/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,31/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United States of America,31/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,31/08/2015,3337,2076,2002.2,1334.8,600.66,400.44,1201.32,800.88,200.22,133.48
Italy,31/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,31/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,01/09/2015,8698,3587,5218.8,3479.2,1565.64,1043.76,3131.28,2087.52,521.88,347.92
Senegal,01/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,01/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,01/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Liberia,01/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,01/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,01/09/2015,3337,2077,2002.2,1334.8,600.66,400.44,1201.32,800.88,200.22,133.48
Nigeria,01/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,01/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,01/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,01/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,02/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,02/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,02/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Senegal,02/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,02/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,02/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,02/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,02/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,02/09/2015,3337,2077,2002.2,1334.8,600.66,400.44,1201.32,800.88,200.22,133.48
Sierra Leone,02/09/2015,8698,3587,5218.8,3479.2,1565.64,1043.76,3131.28,2087.52,521.88,347.92
Nigeria,02/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Mali,03/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,03/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,03/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,03/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,03/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,03/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,03/09/2015,3338,2077,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Nigeria,03/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,03/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,03/09/2015,8698,3587,5218.8,3479.2,1565.64,1043.76,3131.28,2087.52,521.88,347.92
Liberia,03/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Liberia,04/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,04/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,04/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,04/09/2015,8698,3587,5218.8,3479.2,1565.64,1043.76,3131.28,2087.52,521.88,347.92
Nigeria,04/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,04/09/2015,3338,2077,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Senegal,04/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,04/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,04/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,04/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,04/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,07/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,07/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,07/09/2015,3338,2078,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Nigeria,07/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,07/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,07/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,07/09/2015,8699,3587,5219.4,3479.6,1565.82,1043.88,3131.64,2087.76,521.94,347.96
Liberia,07/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Liberia,07/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,07/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,07/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,08/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,08/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,08/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,08/09/2015,3338,2078,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Sierra Leone,08/09/2015,8699,3587,5219.4,3479.6,1565.82,1043.88,3131.64,2087.76,521.94,347.96
Senegal,08/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,08/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United Kingdom,08/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,08/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,08/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,08/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,09/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,09/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Italy,09/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,09/09/2015,3338,2078,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Spain,09/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,09/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,09/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,09/09/2015,8699,3587,5219.4,3479.6,1565.82,1043.88,3131.64,2087.76,521.94,347.96
Mali,09/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,09/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United Kingdom,09/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,10/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,10/09/2015,3338,2078,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Liberia,10/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,10/09/2015,8702,3587,5221.2,3480.8,1566.36,1044.24,3132.72,2088.48,522.12,348.08
Italy,10/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,10/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,10/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,10/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,10/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,10/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,10/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,11/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,11/09/2015,8703,3587,5221.8,3481.2,1566.54,1044.36,3133.08,2088.72,522.18,348.12
Liberia,11/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,11/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,11/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United Kingdom,11/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,11/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,11/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,11/09/2015,3338,2078,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Spain,11/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,11/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,14/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Mali,14/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,14/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,14/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,14/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,14/09/2015,8703,3587,5221.8,3481.2,1566.54,1044.36,3133.08,2088.72,522.18,348.12
Liberia,14/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,14/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,14/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,14/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,14/09/2015,3338,2078,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Italy,15/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,15/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,15/09/2015,3338,2078,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Senegal,15/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,15/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Mali,15/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,15/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,15/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,15/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,15/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Sierra Leone,15/09/2015,8704,3587,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,16/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Guinea,16/09/2015,3338,2078,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Italy,16/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,16/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,16/09/2015,8704,3587,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Nigeria,16/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,16/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,16/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,16/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,16/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,16/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Liberia,17/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,17/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,17/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,17/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,17/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,17/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,17/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,17/09/2015,3338,2078,2002.8,1335.2,600.84,400.56,1201.68,801.12,200.28,133.52
Spain,17/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,17/09/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,17/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Nigeria,18/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,18/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,18/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,18/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,18/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,18/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,18/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,18/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,18/09/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Guinea,18/09/2015,3339,2079,2003.4,1335.6,601.02,400.68,1202.04,801.36,200.34,133.56
Liberia,18/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Liberia,21/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Italy,21/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,21/09/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,21/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,21/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,21/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,21/09/2015,3340,2079,2004,1336,601.2,400.8,1202.4,801.6,200.4,133.6
United Kingdom,21/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,21/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,21/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,21/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,22/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,22/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,22/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,22/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,22/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,22/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,22/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,22/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,22/09/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Guinea,22/09/2015,3340,2079,2004,1336,601.2,400.8,1202.4,801.6,200.4,133.6
United States of America,22/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,23/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,23/09/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,23/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Liberia,23/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,23/09/2015,3340,2079,2004,1336,601.2,400.8,1202.4,801.6,200.4,133.6
Mali,23/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,23/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
